Timestamp,Open,High,Low,Close,Volume
1696248000,358.22,358.55,358.05,358.05,5211.0
1696251600,357.85,360.61,357.5,359.68,90002.0
1696255200,359.48,361.36,359.35,360.04,167425.0
1696258800,360.2,362.635,359.42,359.63,188507.0
1696262400,359.61,359.99,358.74,359.0,89599.0
1696266000,358.93,359.9,358.42,359.43,64249.0
1696269600,359.445,360.48,358.36,359.045,65846.0
1696273200,359.02,361.25,358.425,361.23,135534.0
1696276800,361.46,361.64,361.44,361.48,11472.0
1696334400,359.14,359.15,358.06,358.1,6117.0
1696338000,358.32,360.96,358.22,360.48,54106.0
1696341600,360.36,360.36,355.48,355.67,228508.0
1696345200,355.57,355.75,354.73,355.12,102470.0
1696348800,355.205,356.275,355.09,356.02,70477.0
1696352400,356.335,356.5,354.23,354.41,71291.0
1696356000,354.36,354.85,353.78,354.29,144202.0
1696359600,354.26,354.95,353.275,354.89,234971.0
1696363200,355.06,355.19,354.79,354.79,12407.0
1696420800,355.9,356.86,355.9,356.62,6626.0
1696424400,356.4,357.65,355.72,356.96,72540.0
1696428000,356.75,358.06,355.325,356.35,94959.0
1696431600,356.26,359.205,355.97,359.165,71449.0
1696435200,359.07,359.105,358.29,358.72,41862.0
1696438800,358.68,358.71,357.25,357.38,62648.0
1696442400,357.31,358.6,357.08,358.565,52301.0
1696446000,358.61,360.61,358.49,359.72,226154.0
1696449600,359.41,359.74,359.38,359.43,26540.0
1696507200,360.02,360.08,358.66,359.3,6772.0
1696510800,359.53,360.12,357.64,358.0,48737.0
1696514400,358.005,358.01,355.16,355.52,94017.0
1696518000,355.53,356.98,355.21,356.325,65054.0
1696521600,356.435,357.87,356.215,357.18,59133.0
1696525200,357.205,358.61,356.485,358.23,79455.0
1696528800,358.475,359.65,358.34,359.495,133271.0
1696532400,359.51,359.61,358.41,358.51,127125.0
1696536000,358.77,358.77,358.38,358.46,3856.0
1696593600,359.35,359.35,353.81,354.45,38312.0
1696597200,354.39,357.13,354.14,356.13,101329.0
1696600800,356.19,359.6,355.02,359.24,152326.0
1696604400,359.26,363.13,359.21,363.09,189924.0
1696608000,363.155,363.56,362.48,363.05,189867.0
1696611600,363.15,364.37,362.93,364.32,204515.0
1696615200,364.28,365.91,364.0,365.23,235818.0
1696618800,365.27,365.88,364.6,364.7,257252.0
1696622400,364.63,365.2,364.61,365.17,15167.0
1696852800,362.11,362.11,361.39,361.78,3708.0
1696856400,362.26,363.5,360.79,363.14,129140.0
1696860000,363.4,363.61,361.51,361.9,100079.0
1696863600,361.76,363.18,361.22,363.02,87979.0
1696867200,363.21,364.29,363.06,363.395,58241.0
1696870800,363.54,366.59,363.515,366.59,120544.0
1696874400,366.54,367.11,366.04,366.8,69192.0
1696878000,366.7,367.04,366.0,366.56,228463.0
1696881600,366.65,366.79,366.62,366.62,6362.0
1696939200,366.62,366.93,366.62,366.93,1423.0
1696942800,366.67,367.77,366.4,367.76,86060.0
1696946400,368.07,369.89,367.86,369.72,114671.0
1696950000,369.64,371.27,369.52,371.0,116153.0
1696953600,370.96,371.08,370.5,370.65,90584.0
1696957200,370.69,370.69,368.22,369.05,79171.0
1696960800,369.05,369.54,368.43,368.68,75482.0
1696964400,368.74,369.26,368.39,368.515,184051.0
