Timestamp,Open,High,Low,Close,Volume
1757683800,177.5,178.0800018310547,176.4499969482422,177.77499389648438,31281879
1757687400,177.77639770507812,178.58999633789062,177.63999938964844,177.6750030517578,18768373
1757691000,177.6649932861328,178.17999267578125,177.3249969482422,178.11000061035156,16940381
1757694600,178.10000610351562,178.21839904785156,177.5,177.52499389648438,9160585
1757698200,177.52000427246094,177.9501953125,177.44500732421875,177.4700927734375,8744569
1757701800,177.4720001220703,177.94000244140625,177.41000366210938,177.68499755859375,10122889
1757705400,177.6842041015625,178.0,177.39999389648438,177.7899932861328,11842853
1757943000,175.66000366210938,176.57000732421875,174.50999450683594,175.48899841308594,45146345
1757946600,175.49000549316406,177.25,174.8300018310547,177.02169799804688,21808573
1757950200,177.02999877929688,178.08999633789062,176.7700958251953,177.5850067138672,19648158
1757953800,177.5850067138672,178.27999877929688,177.14500427246094,177.27000427246094,12971918
1757957400,177.2718963623047,177.8800048828125,177.22000122070312,177.52499389648438,9423651
1757961000,177.52499389648438,177.85000610351562,176.92340087890625,177.19500732421875,12982335
1757964600,177.1920928955078,178.85000610351562,176.9149932861328,177.77999877929688,14122964
1758029400,177.0,177.1199951171875,175.7100067138672,176.31500244140625,23361227
1758033000,176.30999755859375,176.85000610351562,175.82000732421875,176.13999938964844,12756309
1758036600,176.1300048828125,176.19500732421875,174.80999755859375,175.26499938964844,13399824
1758040200,175.26499938964844,175.39999389648438,174.9499969482422,175.14999389648438,8504331
1758043800,175.154296875,175.17999267578125,174.64999389648438,174.77499389648438,8772645
1758047400,174.77999877929688,175.22000122070312,174.67999267578125,174.75,8904954
1758051000,174.7449951171875,175.16000366210938,174.3800048828125,174.8300018310547,10908466
1758115800,172.5800018310547,173.1999969482422,169.76499938964844,170.1199951171875,56381360
1758119400,170.1300048828125,170.77999877929688,169.6699981689453,170.40499877929688,24501916
1758123000,170.39999389648438,170.4600067138672,169.30999755859375,169.87840270996094,19537478
1758126600,169.88999938964844,170.27999877929688,169.27000427246094,170.23500061035156,14559453
1758130200,170.25,171.60000610351562,168.64999389648438,170.19580078125,28164845
1758133800,170.2100067138672,171.39999389648438,168.41000366210938,171.18850708007812,33136610
1758137400,171.19639587402344,171.27999877929688,170.1199951171875,170.2100067138672,16604213
1758202200,174.0570068359375,175.8000030517578,172.9600067138672,175.77490234375,60722688
1758205800,175.77000427246094,176.38999938964844,175.08999633789062,176.2550048828125,28413878
1758209400,176.25570678710938,176.57000732421875,175.46499633789062,176.25999450683594,17798601
1758213000,176.2519073486328,176.92999267578125,176.1999969482422,176.6199951171875,14145107
1758216600,176.6199951171875,176.72900390625,176.0,176.55499267578125,14897510
